,page,country,rev_id,prediction,Geography,Population mid-2018 (millions)
41550,Dokka Umarov,Chechen,804279341,B,,
41560,10 agorot controversy,Palestinian Territory,804292510,Start,,
41577,Malietoa Tanumafili II,Samoan,804303257,C,,
41647,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582,C,,
41654,"Sir David Baird, 1st Baronet",Cape Colony,804362436,C,,
41663,Alan Simon Crowcroft,Jersey,804372746,Start,,
41669,Fuimaono Naoia Tei,Samoan,804379271,Stub,,
41670,Fuiono Senio,Samoan,804379277,Stub,,
41708,Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035,Stub,,
41773,Félix Éboué,French Guiana,804473743,C,,
41800,James Rose Innes,Cape Colony,804497413,FA,,
41843,Túpac Katari,Incan,804527512,C,,
41846,Mauricio Funes,Salvadoran,804528819,GA,,
41851,Havilland de Sausmarez,Guernsey,804532628,Start,,
41863,Vice President of El Salvador,Salvadoran,804538892,Start,,
41888,Tapa Tchermoeff,Chechen,804557776,Start,,
41899,Václav Havel,Czech Republic,804569724,C,,
41915,Pavel Fischer,Czech Republic,804582256,Stub,,
41922,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534,GA,,
41923,Gabriela Nuñez,Hondura,804587565,Start,,
41930,Eva Tylová,Czech Republic,804591494,Stub,,
41943,Francisco Flores Pérez,Salvadoran,804606321,C,,
41949,Vyacheslav Bitarov,Ossetian,804609656,Stub,,
41950,Tamerlan Aguzarov,Ossetian,804609900,Stub,,
41980,Godfrey Chidyausiku,Rhodesian,804650400,Start,,
41983,Tsandzile Dlamini,Swaziland,804656330,Start,,
42041,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167,Stub,,
42043,Krugerrand,South African Republic,804713000,C,,
42045,Dana Jurásková,Czech Republic,804715205,Stub,,
42046,Svatopluk Němeček,Czech Republic,804715467,Stub,,
42080,Richard Hope Hall,Rhodesian,804743937,GA,,
42137,Crosaire,Rhodesian,804806363,C,,
42144,José Napoleón Duarte,Salvadoran,804809409,C,,
42156,Sim Sang-jung,South Korean,804816596,C,,
42158,Kim So-yeon (activist),South Korean,804817210,Start,,
42167,Richard Brabec,Czech Republic,804820949,Stub,,
42213,Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608,Start,,
42218,Jan Fischer (politician),Czech Republic,804868436,C,,
42220,Martin Pecina,Czech Republic,804869147,Stub,,
42226,Vlasta Parkanová,Czech Republic,804871394,Stub,,
42234,Gaston Thornicroft,Rhodesian,804877226,Start,,
42235,Martin Bursík,Czech Republic,804879673,Start,,
42291,2000 Camp David Summit,Palestinian Territory,804914588,B,,
42339,Amin al-Husseini,Palestinian Territory,804940228,B,,
42356,Cuthbert Sebastian,Saint Kitts and Nevis,804942241,Start,,
42360,Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836,C,,
42419,Adel Zawati,Palestinian Territory,804957442,Start,,
42424,Yi Yun-yong,South Korean,804962117,Stub,,
42425,Byeon Yeong-tae,South Korean,804962160,Stub,,
42426,Lee Beom-seok (foreign minister),South Korean,804962170,Stub,,
42434,Vicente Guterres,East Timorese,804966906,Start,,
42438,Yoo Chang-soon,South Korean,804968129,Stub,,
42439,Lee Hyun-jae,South Korean,804968364,Stub,,
42440,Hyun Soong-jong,South Korean,804968483,Stub,,
42446,Yun Byung-se,South Korean,804971432,Stub,,
42447,Kim Sung-hwan (politician),South Korean,804971477,Stub,,
42449,Kim Suk-soo,South Korean,804971686,Stub,,
42450,Kim Hwang-sik,South Korean,804971888,Start,,
42452,Chang Sang,South Korean,804972263,Stub,,
42493,Armando Calderón Sol,Salvadoran,804991452,Start,,
42567,Lubomír Zaorálek,Czech Republic,805037426,Start,,
42569,Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023,B,,
42575,Amadou Gon Coulibaly,Ivorian,805044583,Start,,
42587,Chang Taek-sang,South Korean,805053478,Start,,
42590,Augusto Coello,Hondura,805055004,Stub,,
42602,Gennadi Berulava,Abkhazia,805063877,Stub,,
42627,Radola Gajda,Czech Republic,805084705,C,,
42630,Maurice Mpolo,"Congo, Dem. Rep. of",805086693,GA,,
42693,William Bailhache,Jersey,805135198,Stub,,
42694,Michael Birt (barrister),Jersey,805136001,Start,,
42695,Frank Ereaut,Jersey,805136113,Start,,
42696,Robert Pipon Marett,Jersey,805136184,Start,,
42743,Nicolaas Frederic de Waal,Cape Colony,805157563,Stub,,
42746,"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721,Stub,,
42766,Karel Schwarzenberg,Czech Republic,805176779,C,,
42770,Vlasta Svobodová,Czech Republic,805179298,Stub,,
42778,Rui Maria de Araújo,East Timorese,805183458,Start,,
42872,George Romeo Silvestri,Hondura,805248828,Stub,,
42917,Georges Minsay Booka,"Congo, Dem. Rep. of",805279692,Start,,
42943,Lim Su-kyung,South Korean,805293256,C,,
42955,Omar Barghouti,Palestinian Territory,805306238,C,,
42969,Arab Money,Palestinian Territory,805321868,C,,
43014,Ondřej Přikryl,Czech Republic,805352758,Start,,
43017,Fidel Sánchez Hernández,Salvadoran,805353238,Start,,
43036,Germain Katanga,"Congo, Dem. Rep. of",805368981,B,,
43039,"James Graham, 7th Duke of Montrose",Rhodesian,805372073,C,,
43141,Milada Horáková,Czech Republic,805439919,C,,
43142,Ghassan Khatib,Palestinian Territory,805441005,Start,,
43214,Rafael Antonio Gutiérrez,Salvadoran,805474907,Start,,
43215,Hilaria Supa,Incan,805475200,C,,
43255,Freddie Cohen,Jersey,805499715,C,,
43303,Daniel Kanza,"Congo, Dem. Rep. of",805523382,C,,
43372,Michael Pilgrim,Saint Lucian,805577053,Stub,,
43438,Salvador Nasralla,Hondura,805625721,Start,,
43482,Pa Tepaeru Terito Ariki,Cook Island,805657875,C,,
43507,"John Charles Molteno, Jr.",Cape Colony,805678535,C,,
43610,Edmund Andros,Guernsey,805755298,B,,
43637,Guram Gabiskiria,Abkhazia,805775169,Start,,
43671,Umar Dzhabrailov,Chechen,805794113,B,,
43709,Ahmad Toukan,Palestinian Territory,805811873,Start,,
43730,Martin Holcát,Czech Republic,805824502,Stub,,
43747,Gilbert Pongo,"Congo, Dem. Rep. of",805835265,C,,
43750,Muhammad Haji Ibrahim Egal,Somaliland,805840190,C,,
43806,Ramzan Kadyrov,Chechen,805869321,GA,,
43810,Hediya Yousef,Rojava,805873719,C,,
43811,Mansur Selum,Rojava,805873803,Stub,,
43872,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394,C,,
43887,Kruger National Park,South African Republic,805927999,GA,,
43915,Allen Chastanet,Saint Lucian,805945778,Start,,
43917,Alena Dernerová,Czech Republic,805946007,Stub,,
43926,Ki Dong-min,South Korean,805956890,Start,,
43939,Ahrn Palley,Rhodesian,805960143,C,,
43945,Baklai Temengil,Palauan,805961817,Start,,
43946,"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015,C,,
43953,Nestor Lakoba,Abkhazia,805967589,GA,,
43973,Edmundo Orellana,Hondura,805984131,Stub,,
43982,Shin Sung-mo,South Korean,805991409,Stub,,
44008,Irma Dimas,Salvadoran,806010405,Start,,
44012,Annita á Fríðriksmørk,Faroese,806011231,Stub,,
44065,Marian Jurečka,Czech Republic,806049453,Stub,,
44072,O le Ao o le Malo,Samoan,806055721,GA,,
44075,Manuel José Arce,Salvadoran,806057984,Start,,
44096,Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312,Stub,,
44100,Chun Jung-bae,South Korean,806073279,Start,,
44102,"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996,Start,,
44114,Pavel Bělobrádek,Czech Republic,806085100,Stub,,
44140,President of El Salvador,Salvadoran,806101149,B,,
44167,Han Duck-soo,South Korean,806124709,Start,,
44184,Francisco Guterres,East Timorese,806140876,Start,,
44192,Roh Tae-woo,South Korean,806145466,C,,
44199,Allan Savory,Rhodesian,806153816,GA,,
44260,Rafael Pineda Ponce,Hondura,806178799,C,,
44266,Han Myeong-sook,South Korean,806182207,C,,
44274,Choo Mi-ae,South Korean,806184478,C,,
44281,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185,Start,,
44282,Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633,B,,
44336,Alassane Ouattara,Ivorian,806218350,C,,
44356,Dan Ťok,Czech Republic,806231200,Stub,,
44390,Jonathan Kings,Tokelauan,806257719,Stub,,
44392,Administrator of Tokelau,Tokelauan,806258588,Start,,
44427,Hortense Aka-Anghui,Ivorian,806287770,Start,,
44503,Na Kyung-won,South Korean,806319565,Start,,
44548,Gordon Sprigg,Cape Colony,806340214,C,,
44587,Khalil al-Wazir,Palestinian Territory,806359448,B,,
44608,List of mayors of Goma,"Congo, Dem. Rep. of",806372703,Stub,,
44625,Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479,Start,,
44650,Min Byung-doo,South Korean,806399005,Start,,
44665,Governor-General of Saint Lucia,Saint Lucian,806408228,Start,,
44673,Governor of Montserrat,Montserratian,806415676,Start,,
44685,Dagobert Banzio,Ivorian,806421729,Start,,
44710,Henry Jean-Baptiste,Martinique,806431975,Stub,,
44724,Choe Kwang-shik,South Korean,806439224,Stub,,
44747,Choi Kyu-hah,South Korean,806462613,C,,
44781,Jiří Dienstbier,Czech Republic,806490518,Stub,,
44818,Rudolf Slánský,Czech Republic,806504904,C,,
44831,Won Sei-hoon,South Korean,806511942,Stub,,
44832,Won Yoo-chul,South Korean,806512047,Stub,,
44848,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828,Start,,
44861,Ian Smith,Rhodesian,806532780,FA,,
44865,Alexandr Vondra,Czech Republic,806537585,C,,
44868,Jaroslav Šedivý,Czech Republic,806538241,Stub,,
44869,Cyril Svoboda,Czech Republic,806538320,C,,
44872,Jan Kohout,Czech Republic,806539480,Stub,,
44884,André Lubaya,"Congo, Dem. Rep. of",806545614,Start,,
44886,Gratien Candace,Guadeloupe,806546383,Start,,
44908,Kim Boo-kyum,South Korean,806555857,Start,,
44913,Miloš Vystrčil,Czech Republic,806558617,Stub,,
44916,Mimi Karlsen,Greenlandic,806560929,Stub,,
44924,Alois Eliáš,Czech Republic,806566913,C,,
44931,Jan Skopeček (politician),Czech Republic,806569308,Stub,,
44950,Miloslav Ludvík,Czech Republic,806586185,Stub,,
44954,Baek Du-jin,South Korean,806590508,Stub,,
45011,Martin Kupka,Czech Republic,806636602,Stub,,
45056,Cecil Rhodes,Cape Colony,806647373,B,,
45063,Matěj Stropnický,Czech Republic,806650264,Stub,,
45083,"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440,Stub,,
45089,Joan Viliamu,Niuean,806666816,Stub,,
45096,Petr Šimerka,Czech Republic,806669645,Stub,,
45097,Jaromír Drábek,Czech Republic,806669709,Stub,,
45098,Ludmila Müllerová,Czech Republic,806669752,Stub,,
45104,Jan Veleba (politician),Czech Republic,806672899,Stub,,
45105,František Ringo Čech,Czech Republic,806673245,Stub,,
45108,Michaela Marksová,Czech Republic,806673585,Stub,,
45162,Robert Pelikán,Czech Republic,806708361,Stub,,
45163,Karla Šlechtová,Czech Republic,806708532,Stub,,
45181,Stanislav Gross,Czech Republic,806720477,C,,
45195,Martin Stropnický,Czech Republic,806729653,Stub,,
45196,Tony Abbott (governor),Montserratian,806730593,Stub,,
45197,José Matías Delgado,Salvadoran,806731535,C,,
45207,Tom Marsters,Cook Island,806739780,Start,,
45225,"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773,Start,,
45240,Leoš Heger,Czech Republic,806751902,Stub,,
45264,Túpac Amaru II,Incan,806761543,C,,
45328,Selvin Laínez,Hondura,806796619,Stub,,
45329,Park Chung-hee,South Korean,806801805,B,,
45403,Anatoly Bibilov,Ossetian,806832826,Start,,
45429,Chun Doo-hwan,South Korean,806846283,C,,
45443,Bohuslav Svoboda,Czech Republic,806850638,Stub,,
45450,Roh Moo-hyun,South Korean,806852494,B,,
45493,Ana Julia García,Hondura,806875293,Stub,,
45497,Miroslava Němcová,Czech Republic,806876791,Stub,,
45534,Zbyněk Stanjura,Czech Republic,806900987,Stub,,
45540,Qaboos bin Said al Said,Omani,806904421,C,,
45547,Katrin Kallsberg,Faroese,806909915,Start,,
45588,Ismail Haniyeh,Palestinian Territory,806939531,C,,
45593,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596,C,,
45594,Francisco Ferrera,Hondura,806948506,Stub,,
45608,Vanda Pignato,Salvadoran,806958982,B,,
45618,Guillaume Soro,Ivorian,806973935,C,,
45638,Drahomíra Miklošová,Czech Republic,806988445,Stub,,
45641,Václav Klaus Jr.,Czech Republic,806991412,C,,
45704,Lee Jung-hee,South Korean,807021657,Start,,
45711,Song Yo-chan,South Korean,807029190,Stub,,
45738,Kitack Lim,South Korean,807057020,Start,,
45741,Dominik Feri,Czech Republic,807058182,Start,,
45748,Park Geun-hye,South Korean,807060237,B,,
45800,Garfield Todd,Rhodesian,807097467,C,,
45811,Alexandra Udženija,Czech Republic,807102237,Stub,,
45838,Do Jong-hwan,South Korean,807122658,Start,,
45879,Assassination of Park Chung-hee,South Korean,807142261,C,,
45915,Laurent Gbagbo,Ivorian,807159456,C,,
45917,Douglas Hamilton Ritchie,Rhodesian,807159903,C,,
45919,Godfrey Huggins,Rhodesian,807160082,C,,
45956,Maphevu Dlamini,Swaziland,807175486,Stub,,
45961,José María Lemus,Salvadoran,807175924,Stub,,
45966,William Sio,Samoan,807177019,C,,
45979,Idris Gaibov,Chechen,807180397,Stub,,
46006,Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274,GA,,
46019,Guy Joseph,Saint Lucian,807198874,Stub,,
46046,Salvador Sánchez Cerén,Salvadoran,807210786,C,,
46108,Jason Sendwe,"Congo, Dem. Rep. of",807243537,GA,,
46144,Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156,Stub,,
46165,Piet Joubert,South African Republic,807269619,C,,
46176,Patrice Lumumba,"Congo, Dem. Rep. of",807273861,FA,,
46189,George Hackwill,Rhodesian,807283218,GA,,
46206,George Grey,Cape Colony,807290539,FA,,
46214,Patrick Achi,Ivorian,807296683,Stub,,
46215,H. C .W. Tórgarð,Faroese,807297374,Start,,
46270,Peregrine Maitland,Cape Colony,807330872,C,,
46277,Ivan Pilný,Czech Republic,807333095,Stub,,
46283,Marta Semelová,Czech Republic,807334610,Stub,,
46285,Daniel Herman,Czech Republic,807334657,Start,,
46324,Jan Hamáček,Czech Republic,807353609,Stub,,
46329,Ruslan Alikhadzhiyev,Chechen,807354708,Start,,
46345,Michal Horáček,Czech Republic,807358143,Start,,
46361,Nizar Rayan,Palestinian Territory,807364845,GA,,
46395,Václav Klaus,Czech Republic,807382193,C,,
46426,Martin Kuba,Czech Republic,807394304,Stub,,
46428,Martin Říman,Czech Republic,807394725,Stub,,
46443,Kateřina Valachová,Czech Republic,807399097,Stub,,
46450,Thomas Francis Wade,Cape Colony,807401513,C,,
46460,Geum Min,South Korean,807404528,Stub,,
46493,Vladimír Tošovský,Czech Republic,807415625,Stub,,
46494,Pavel Svoboda,Czech Republic,807416099,Start,,
46506,Petr Fiala,Czech Republic,807420515,Start,,
46512,Nam Duck-woo,South Korean,807423123,Stub,,
46521,Henry Everard,Rhodesian,807425613,Start,,
46523,John Wrathall,Rhodesian,807425747,C,,
46549,Haifa al-Agha,Palestinian Territory,807439836,Stub,,
46571,Mahmoud al-Zahar,Palestinian Territory,807444564,C,,
46580,Juan Ángel Arias Boquín,Hondura,807445333,Start,,
46582,Francisco Zelaya y Ayes,Hondura,807445395,Stub,,
46596,Haitham bin Tariq Al Said,Omani,807451487,Stub,,
46600,Ruslan Yamadayev,Chechen,807454176,C,,
46627,Hakam Balawi,Palestinian Territory,807459429,Start,,
46639,Vladimír Špidla,Czech Republic,807462107,C,,
46642,Yunis Al Astal,Palestinian Territory,807462818,Start,,
